matchOrder,score,TARGET
1,0.19023980992656117,never,,never,henry,bennett,hannah,henri,manner,banner,have,hammer,mansion,needed,manners,herbert,majesty,naval,makers,maker,multi,magnet,member,merger,mention,baker,newman,makeup,more,many,between,national,negro,began,made,maxwell,broker,name,hand,mama,being,make,bench,helen,haven,better,names,namely,madame,named,marginal,java,machinery,bernard,baloney,muhammad,ment,hazard,meter,hans,begged,band,here,mammals,basket,hegel,baldwin,bengal,meyer,jacket,bend,james,much,most,must,nancy,bent,harvey,bailey,market,napoleon,nevada,nelson,meters,mankind,needs,bathroom,because,jacques,jane,melt,melted,jammed,july,messenger,held,matter,hang,makes,browser,head,metric,jerome
3,0.02577773021315499,too,,to,the,too,took,room,run,top,yes,re,glass,tool,tom,ye,tea,glad,tower,roll,tip,flag,res,ruin,flash,te,rio,rom,ti,tr,rim,tim,fl,toll,ga,fa,go,ft,fi,for,from,you,till,ratio,radio,tin,tall,gun,fun,ton,them,rob,two,time,fe,then,your,three,tag,roof,fin,th,rod,rid,ross,tips,tis,gm,tops,toss,fool,good,few,r,god,yet,rain,fr,t,ram,ran,fig,type,tap,full,rail,real,told,fill,ray,report,tail,yap,food,y,types,tho,fox,f,far,get,tan,try
1,0.13475857301137287,rich,,rich,the,rock,rico,today,that,dock,road,rush,risk,robin,erosion,for,dick,toxic,rise,rises,rose,roses,tossed,rotation,dissertation,duck,edgar,touch,this,russia,duct,diffusion,epoch,flat,fossil,from,dust,exist,toward,ryan,rigid,towers,they,fixed,fusion,dish,disk,fish,those,risen,radiation,dose,radar,doses,royal,explain,rocks,total,drain,tissue,tissues,russell,reich,dutch,retain,thick,exposed,dozen,dial,trick,rat,expose,diseases,equation,tough,rain,their,terrain,ear,rural,trust,than,fifth,duration,rough,ray,forum,truck,excuse,first,dual,raised,exists,two,raise,eat,domain,excitation,draw,raises,european,think,draws
1,0.18752565989282316,and,,and,anna,accent,ave,anne,wang,academy,why,want,wanted,anglo,any,wave,with,she,age,ages,wages,wage,aged,as,wine,was,access,wake,wing,wales,weekly,adding,shed,went,ally,sky,agreed,agree,agrees,when,assent,are,wandered,some,were,wind,wheel,added,skull,answered,at,ali,skin,an,alike,shy,alex,wants,sung,women,skill,advent,alone,sing,skimmed,aimed,smell,along,angel,wayne,scan,skilled,aunt,sand,all,we,asked,sunny,skins,wealth,washed,ashes,shell,same,apple,apples,small,allen,word,sins,aloud,alloys,quite,aims,apply,wrote,write,sadness,walls,wild,walk,que,quoted
1,0.18631358527900518,thin,,thin,the,that,for,this,tho,fig,fog,fin,food,good,god,fix,raid,fox,tap,thus,rail,rank,fill,tin,you,guys,yap,ray,from,radius,tail,rabbi,rays,them,then,rats,tank,ton,tion,region,rat,rob,full,top,ralph,glad,thou,tower,tip,flag,ruin,flash,rio,thing,they,roof,film,rod,rid,ross,tips,tis,tops,toss,rain,folk,third,ford,yard,fold,till,ratio,radio,thinks,foods,golf,four,gold,your,goods,gaze,goes,tall,got,their,task,gods,foot,rape,fit,guy,thumb,figs,fits,fills,fact,reach,time,teach,tape,fur,think,two
1,0.21812290372561827,breathing,,breathing,beating,grazing,heating,heading,have,brains,bearing,breaking,grains,healing,hearing,graduate,heated,grade,grades,grant,granted,great,being,headed,beams,begins,brand,brave,beginning,grabbed,beans,backing,beaten,grand,grams,grave,behind,very,become,having,backed,helpless,breasts,between,before,beasts,backs,grace,grande,beads,becoming,greater,health,graves,greatness,grants,bears,back,varying,becomes,here,behold,both,hearted,graph,genuine,breathe,helping,naples,newly,heaven,gasoline,nations,breeding,gained,near,hearts,heads,because,gray,name,became,bring,graceful,berlin,beauty,beat,hand,belly,breast,bright,bear,badly,belt,hears,banks,heat,gravel,neat,value,greasy,getting,brain
3,0.03958974430456125,is,,of,in,is,on,i,if,us,j,u,ii,o,k,iii,ones,iv,oh,un,id,ix,im,km,inn,ok,os,ib,ia,intra,it,or,one,its,up,off,ill,il,uk,um,ol,old,odd,jr,knew,je,op,usa,kg,ours,ou,ot,ip,ut,ir,ieee,jo,once,und,jim,una,idea,une,ice,kim,ing,int,kid,ins,kin,ides
1,0.10680209117189156,difficult,,difficult,softly,difficulty,costly,first,could,state,doctor,customs,duchess,correctly,started,should,charles,clarke,statute,statutes,statue,statues,sickness,during,staring,right,states,charge,doctors,divine,system,charged,scholarly,charges,startled,strains,stand,strand,streams,directly,strange,drawing,signs,diana,civil,stations,figure,divided,change,disturb,fixing,stage,fight,systems,riches,sixth,enlarged,divide,circuit,suicide,digging,sighed,clearly,status,strained,social,dozen,focus,creating,creature,searched,survive,rifle,stages,survived,forms,dishes,claims,consult,socially,consulted,sight,dioxide,signed,second,stated,drama,study,expecting,rocky,double,economics,sympathy,schedule,sufficient,cycle,dreams,stained,different,fiction,estate,fudge,starting
1,0.21098111541698975,can,,can,van,den,feel,fell,degree,dem,dwell,cell,del,verb,deed,dec,for,from,call,cal,feed,fed,feet,vein,calm,fee,der,deer,cash,veil,fresh,deal,desk,deep,dan,fan,fax,dam,dei,very,verbal,do,freedom,fred,freed,deck,vain,dna,ferry,feels,fall,cells,dean,car,day,decay,card,cat,das,cap,dad,deeds,dallas,var,free,deputy,fewer,della,de,far,danger,dead,did,defend,down,case,deaf,calls,dewey,came,form,camp,carl,cautious,fees,cats,verbs,felt,called,cars,cabin,vacuum,canon,cannon,come,fact,fly,cent,vessel,deemed,fearful,find,does
1,0.13798652396725453,see,,see,app,still,and,xii,xiii,echo,a,atom,way,war,watch,est,ward,exp,zoom,ego,dull,des,esq,seed,as,easy,sunk,school,was,east,sum,who,watson,award,sink,at,sun,sex,sin,sub,aim,arch,arc,dim,away,sci,with,are,awful,sec,eat,dug,arm,warm,all,we,auf,earl,arts,warn,starts,will,so,dig,ear,wars,xiv,do,dog,an,sea,soon,aid,son,seen,strata,did,ways,sen,don,seem,dis,aus,extra,dos,shall,whom,et,al,st,act,wall,add,du,ad,di,sees,win,se,si,da,ah,eq
1,0.12363438089081882,rings,,rings,the,flew,flies,floor,flour,floors,flow,flows,that,for,flora,time,times,type,told,eyes,role,europe,types,eye,elite,error,rome,edge,tools,tube,root,ring,rooms,route,finds,excess,errors,row,runs,roles,fly,tired,tied,tour,ties,edges,tie,rolled,rolling,tubes,rows,fled,rope,roy,tomb,ruins,routes,rolls,rooted,tune,eagle,rites,ruined,eyed,torture,eine,rupture,tours,ere,ripe,toes,toe,rue,toy,rubbed,tire,etiquette,this,explore,explored,exploit,exploited,flux,funds,flood,from,flung,toil,rounds,take,tooth,edmund,roots,follow,follows,talk,they,things,ratings,tale,tales,talks,takes
4,0.029338180513515482,on,,of,in,is,on,i,if,p,l,pp,ii,o,k,iii,ones,iv,oh,ph,ll,pa,id,ix,im,km,ln,inn,lb,ok,pc,os,pl,ps,pm,ib,ia,intra,it,or,one,its,lo,off,ill,il,ol,old,li,less,odd,la,knew,le,pass,points,lt,op,plot,once,puts,kg,pi,ours,pin,pig,ou,ot,ip,pt,po,pr,ir,ieee,pub,pitt,pots,lf,pies,lord,idea,lee,lines,lives,les,lies,ice,plus,los,ltd,log,kim,loud,ing,lots,phys,int,loves,kid,ins,plots,plea,kin
1,0.13696802635306615,saturn,,saturn,which,would,where,storm,eaten,daring,satan,dairy,after,should,scared,darwin,saturday,ensure,world,stolen,without,suppress,endure,endured,state,equal,saviour,exerted,salts,system,stores,around,stored,deserted,during,series,design,depths,swept,desire,scope,suits,support,worried,annals,sacred,absolute,supra,anchor,spoken,desired,affairs,entire,shown,saved,shape,shaken,scale,absurd,desires,safety,acquired,absorb,against,within,disturb,story,shaped,states,acquire,adopted,adapted,affair,endless,shapes,accepted,adapt,eastern,accept,destined,entities,adopt,saturation,endowed,equation,scales,davies,saints,dakota,elevator,damned,square,sailors,enquiry,egypt,description,stupid,anxiety,snake,daniel,example,deeper,serious
1,0.352657533956134,physics,,physics,loving,politics,physical,living,obtained,political,outside,prejudices,present,prejudice,longing,logical,offensive,polished,lining,lifting,oceans,learned,policies,obtaining,loosely,liquids,observed,london,possible,others,observe,portions,program,officer,ongoing,learnt,listing,proven,limestone,possessions,prestige,practice,officers,position,pointing,located,listened,patient,locate,learns,observes,produced,preserve,liquid,listen,person,pleasant,partly,produce,proceeds,persons,provide,literally,offered,ourselves,problem,picking,lights,provided,placed,pleasures,leaves,palmer,liable,prevailing,offence,picture,preserved,peasant,patients,offences,parents,pollution,parking,losers,places,occasions,parent,patent,parties,larger,philosophy,president,pursuant,pressures,prevailed,presence,overview,perhaps,october,practices,occasioned,presented
1,0.4762784537706583,chemistry,,chemistry,dormitory,financial,christian,character,discomfort,furniture,curiosity,furnished,contemplated,chromosome,chromosomes,discussion,development,chemical,discrete,conditions,conditional,classified,compulsory,colonists,diagnosis,continually,foremost,chemicals,contradictory,christmas,campaign,constitutional,discussing,dismissal,chronicle,conceptual,condition,dimensional,characters,configuration,collaboration,formidable,diameter,criticism,decomposition,capacity,disgusting,district,contemplation,diversity,confederate,discretion,discussions,cognition,distance,compromise,consisted,democratic,consideration,chairman,consider,coefficient,corporate,consolidated,discrimination,diagnostic,consciously,conducted,constitution,christians,corporations,competition,concrete,demonstration,discovery,fluctuations,classical,conventional,daughter,confirmation,cultural,cognitive,critical,continuity,discover,constraints,discourse,creativity,corresponding,citizens,categories,directory,definition,developed,department,communicate,discouraged,discharge,category,commonwealth,contamination,distrust,comprising
1,0.05118781965556042,are,,are,air,sir,sure,site,sit,spot,spite,sur,apt,ate,sue,sore,and,waste,wasted,wastes,silk,zur,with,as,was,soil,sold,soils,south,stress,speed,wait,sites,waited,zinc,spotted,speeds,ware,spill,seq,secured,at,were,an,schools,aware,awards,about,soul,scott,all,we,spots,spin,surg,apex,accord,acids,some,she,sits,who,acute,white,area,will,when,so,steel,whites,sea,see,atoms,warren,strata,abbot,words,word,quite,stem,summit,sums,what,spell,work,wrote,write,walls,wild,snow,walk,arts,que,quoted,show,any,sees,wire,writes,sole,wore,adds,starts
1,0.07303482476685345,hard,,hard,hat,gap,gay,hay,jaw,gdp,jay,jar,jail,use,be,gain,ussr,not,he,had,his,has,next,hath,but,yard,have,hardy,her,nazi,you,nation,hats,batch,harm,yet,hawaii,been,gaps,no,used,gas,bar,bay,utter,nay,nat,bat,him,year,uses,nest,jedi,best,heck,hart,hast,up,bad,new,bars,harry,gary,nail,yap,barn,neck,heap,just,bath,bag,great,yeast,get,under,need,herein,your,good,based,base,jesus,heard,book,hair,undertook,happy,now,jet,user,herd,hear,gate,jan,nasal,how,hate,gates,hatred,hated,hook,uterus,jazz
1,0.22300807470943063,bank,,bank,help,vacuum,back,begin,begun,bacon,not,his,navy,had,helps,but,baby,have,been,genius,her,venous,based,gaze,has,great,vast,venus,banks,base,genus,beast,greasy,neat,breast,near,bear,beat,heat,beard,very,grasp,helped,beach,gazed,get,heavy,gray,gear,breath,habits,bases,basis,best,heard,hear,breach,basin,nervous,new,van,behold,green,backs,beasts,neck,beg,hearts,nail,graph,hey,babies,net,hast,hell,ben,beer,grain,gases,brazil,bears,grim,ball,nest,ban,breasts,heart,brain,heal,verb,vein,heap,verse,next,gel,beef,bet,germ,vain,basic,vague,hero,nation
1,0.12877776465827562,account,,account,accounted,accorded,accounts,which,announced,announce,amount,amounted,apollo,since,about,avoided,shopping,appointed,appoint,spoke,source,sources,when,afforded,spilled,would,accord,while,spine,above,whole,acids,schools,amounts,white,score,scott,scores,able,schooling,acute,what,side,sound,wholly,stopping,whites,also,solve,solved,among,around,alfred,such,sounded,walking,sides,service,abbot,sided,walked,sure,after,should,archives,services,snow,work,aided,spot,achieved,success,achieve,sore,weapons,suffice,soils,ample,weeping,wound,succeeded,speeds,succeed,successes,said,watching,smoke,second,show,smoking,wounded,area,scots,annie,advice,secure,secured,acted,soul,spoken,same,zone,shipping
1,0.4047111264606131,overdrawn,,overdrawn,induction,information,interest,premises,intercourse,political,increased,premise,literary,increase,possessed,likewise,inverse,instead,pneumonia,imaginary,occasional,problem,individual,protection,perhaps,production,intersection,important,prediction,overseas,organization,permission,ideology,investigation,penetration,promotion,product,practised,particular,literature,interaction,industry,persist,program,opportunity,increases,litigation,products,otherwise,potential,physical,language,linguistic,intuition,problems,insects,ordered,precision,personal,international,original,portuguese,irregular,private,persons,inspector,phenomenon,provide,predicted,interests,preparation,official,paradigm,interact,projects,provided,presumption,liberals,overnight,provision,opinion,projection,profits,physician,including,politician,literacy,laborers,premier,labourers,orthodox,ownership,precisely,livestock,institution,perfection,leadership,identify,organisations,persuasion,produced,purchaser,objection
1,0.21383985253117616,elections,,elections,effective,election,directions,should,selective,defective,directive,emerged,shrugged,someone,elevator,emerges,sections,editions,winston,electrons,everyone,system,darkness,enzyme,strong,whether,enzymes,solutions,results,subsection,subjective,sharply,direction,suggestions,directly,domestic,selection,survive,social,restored,rejection,respective,survived,substitute,sleeping,sharing,received,director,relative,difficult,different,rather,doctor,scared,raindrops,weakness,strive,sanctions,described,expecting,england,electoral,especially,receive,emotions,encountered,relatives,selecting,directing,shaping,enforce,enforced,suggestive,reflection,several,supportive,remarked,sheriff,submarine,sickness,directors,economic,something,stephen,designed,driven,welfare,expressive,schedule,started,strife,resigned,society,diction,either,eternal,reductions,regions,special,relations,receives,startled,scheduled
1,0.17467643160857138,bring,,bring,being,health,naked,badly,needle,brooklyn,broke,getting,veins,valium,not,became,breeding,have,healthy,berlin,his,become,naples,becomes,had,heroes,but,name,begged,valid,names,named,becoming,heir,belt,band,namely,beings,broken,bent,balls,ground,belly,grows,brings,grouped,baking,vacant,value,george,her,halt,brooks,breaks,values,grow,here,heirs,genes,been,has,valued,brow,gene,bend,hello,grief,brief,varying,geneva,bags,nations,game,ballot,games,verbs,gave,grown,held,valley,gained,brown,hybrid,hand,baker,hymn,very,banking,heels,beta,beware,vested,half,helen,grid,gains,nerve,nature,behind,heroic,gross,hans,nails
4,0.02533489039738029,out,,it,or,its,out,our,put,la,knew,points,pure,pre,op,plot,pour,puts,kg,pi,ore,pot,ours,pin,pig,pit,ou,ot,ip,pt,po,pigs,pr,por,ir,pie,pub,pots,lf,pies,one,into,only,le,over,like,lt,life,part,own,power,long,point,per,know,old,law,last,ion,ibm,oak,less,low,let,left,off,period,once,party,property,line,open,love,king,past,least,proper,li,kind,land,lot,lord,keep,plan,peter,ill,kinds,press,poetry,lie,pretty,poet,port,idea,look,iron,outer,il,pas,pro,peak,palm,kings
1,0.2211204299421672,best,,best,nest,heap,nail,neck,nation,nazi,next,heck,vain,bath,batch,be,get,not,hey,he,net,had,her,beer,grim,his,heal,ball,vein,bet,hard,been,hat,gap,gay,barn,hay,gdp,bark,bars,has,brook,neo,break,but,veil,bei,have,vast,bag,baron,gain,barry,verbal,basin,very,vary,bedroom,bad,hath,nato,begin,no,beg,van,beware,hardy,hell,green,him,hats,ben,begun,harm,beta,ban,vested,nails,hawaii,gel,gaps,gas,based,grid,bar,bay,great,gets,verb,beef,hero,nay,nat,bat,var,vessel,betty,bell,gross,back,base,newer,germ
3,0.020553821329129567,we,,as,all,we,will,at,shall,et,al,ask,wall,add,writer,weak,quiet,ad,win,wet,ah,qui,worry,wash,eq,er,sa,wool,assertion,eu,ash,query,alas,ein,shah,ass,quo,ag,so,st,se,si,au,sp,ar,su,ap,ai,sr,and,a,was,with,are,an,were,won,weed,who,she,well,answer,sun,see,sex,some,sin,sub,aim,anger,angry,arc,way,etc,anti,watson,s,sum,wears,any,war,sq,quod,am,web,wood,soon,week,son,still,ed,west,en,el,watch,era,ann,est,ward,egg,em,ac,ab
1,0.21452681462666512,having,,having,have,urging,naming,helping,habit,gaining,unable,genuine,beginning,backing,behind,hand,gave,being,helpless,backed,halt,gained,james,gasoline,begins,babies,game,hastily,hague,jane,haste,games,urine,jammed,hang,gang,using,name,hans,years,habits,both,java,gamma,here,heating,gains,hamlet,banks,between,names,heading,yang,uncle,named,half,become,handed,haven,helped,before,greece,getting,harmony,nothing,health,garden,holiness,jacob,upon,great,usage,nations,back,namely,jerome,used,backs,urged,beating,urge,utterly,jacket,hands,unemployed,banking,never,year,genus,hair,under,behold,baking,happy,band,bent,breathing,bring,harbor,becoming,harbour,genius,grazing
1,0.1291159107663239,spaghetti,,spaghetti,warranty,which,speaker,speakers,strangers,sydney,eighty,springer,would,sidney,dishes,socket,stalin,stage,attention,sucker,stages,during,steamer,sight,expansion,exposition,douglas,state,dreamers,system,seasonal,warrant,after,should,signal,sighed,additional,disposition,surgery,society,athletic,admiralty,dislike,stained,attained,airport,against,social,staying,another,sticker,strange,where,arranged,strained,states,differ,emotional,dialect,arrange,disorders,string,disorder,suffer,stating,spheres,either,sought,stanley,stand,eighth,exciting,stake,wished,stationary,starting,wishes,dragged,disaster,slavery,spring,surrender,warner,strand,dialog,workers,staring,striking,eight,stationed,appealed,world,waiting,strength,existing,surgeon,education,disagree,soviet,sitting,explanation,differs,diabetes
1,0.0876237968591085,time,,time,role,rolled,fled,tune,roles,times,the,rome,ruined,tube,ring,rubbed,to,fly,tubes,ruins,flung,rooms,runs,that,for,tale,tales,you,take,rolling,takes,yale,flux,your,fine,find,type,told,types,this,tools,root,route,row,tied,yours,tour,ties,tie,rows,rope,roy,tomb,rage,routes,rolls,rooted,rites,torture,rupture,tours,ripe,toes,toe,rue,toy,tire,raged,young,flew,gloomy,funny,from,token,round,fund,they,folly,theme,file,filled,rings,filed,toil,themes,youth,files,tooth,roots,thee,rule,talk,talks,ruled,range,roman,turfed,rules,thy,ruth,found,toys,rains
1,0.03499108183277983,to,,to,the,too,took,room,run,top,yes,re,glass,tool,tom,ye,tea,glad,tower,roll,tip,flag,res,ruin,flash,te,rio,rom,ti,tr,rim,tim,fl,toll,ga,fa,go,ft,fi,for,from,you,till,ratio,radio,tin,tall,gun,fun,ton,them,rob,two,time,fe,then,your,three,tag,roof,fin,th,rod,rid,ross,tips,tis,gm,tops,toss,fool,good,few,r,god,yet,rain,fr,t,ram,ran,fig,type,tap,full,rail,real,told,fill,ray,report,tail,yap,food,y,types,tho,fox,f,far,get,tan,try
2,0.028763665203749407,go,,to,go,ft,hi,ho,fi,too,took,yes,glass,vi,tool,tom,ye,tea,ha,te,ti,bo,tr,bc,tim,fl,toll,ga,fa,top,glad,tower,tip,flag,flash,the,he,be,for,ba,by,va,his,till,him,tin,from,had,vs,hr,but,you,tall,gun,fun,ton,has,her,fe,them,been,two,tag,then,fin,time,th,ve,gm,tips,hook,tis,br,tops,toss,three,your,fool,book,vol,good,fr,boom,hon,few,v,yet,tap,god,von,fill,fig,t,b,how,bin,type,full,yap,tail,biol,vii,viii
1,0.1107588418612335,shopping,,shopping,afforded,which,weapons,weeping,since,account,amount,doing,spine,amounted,accounted,appointed,appoint,ethics,doubt,source,announced,announce,sources,walked,shipping,about,spoke,afford,accorded,affords,walking,aging,shine,assured,assure,alfred,when,apollo,spilled,show,washing,would,sound,shows,wound,advice,shot,shore,shoes,shoot,shouted,shores,shoe,shout,assumed,assume,address,assumes,wedding,winning,wounded,sounded,accounts,shut,amounts,shown,shining,weapon,after,solve,solved,admitted,work,should,admit,among,what,admired,shots,admire,also,above,able,side,while,avoided,agony,doubts,words,such,asked,simple,stopping,simply,watched,watching,around,wife,success,evolved,down,assault,dining
1,0.27632063717444577,problem,,problem,provoked,origins,possible,portrait,personal,original,profile,proximal,pricing,profiles,purified,persian,profit,portraits,possibly,prosperity,procured,proving,problems,principle,profits,prepare,principles,plausible,person,prussian,profound,proposition,prussia,laughing,particles,leisure,particle,portrayed,persons,predicted,province,private,operations,provinces,launched,provide,perform,provided,poisoning,proteins,pertaining,proximity,persuasion,protested,proportions,properties,perhaps,laughed,protected,present,poisonous,provides,operational,periodic,personnel,permit,literature,proportional,priorities,paradigm,protesters,political,operating,others,preparing,provision,pronounced,parallel,prison,produced,operate,position,populations,operated,leipzig,probably,produce,operates,permitted,prayer,pretend,portuguese,opposition,provider,professor,portal,official,packet,portions,projected,procedure,professional,organisations
1,0.0237116447940952,with,,with,were,words,word,quite,eyes,europe,wrote,write,eye,error,walls,wild,walk,que,quoted,errors,wire,writes,wore,adds,asks,wit,wolf,wounds,quote,quit,walks,alaska,wires,eyed,als,writ,wills,quotes,ere,wiped,etiquette,and,as,was,are,at,an,all,we,she,will,work,when,so,worn,quota,some,who,weapon,spin,apex,about,epic,worm,what,written,any,alex,also,queen,such,alan,south,wind,see,winds,stress,speed,edge,asked,wait,sites,well,era,soil,wound,adam,waited,said,exit,express,spotted,speeds,sold,ware,spill,age,exposure,ends,weeks,soils,edited,european
1,0.12199519783999661,engine,,engine,engines,ending,which,where,scarce,scale,exceeding,when,enrolled,scales,would,ranging,what,engineer,edwards,endless,singing,winding,wanting,decline,wandering,declined,entire,endure,endured,ensure,snake,sailed,exalted,enforce,enforced,same,escape,soluble,escaped,said,such,destined,entities,engaged,resting,shrine,enemy,swung,engage,elevated,despite,daily,dating,event,resumed,resume,scene,saying,sometimes,swing,scenes,dealt,entering,deeply,eliot,window,rewarded,readily,without,windows,even,during,evans,sometime,emerging,destiny,saint,scared,example,every,sales,date,sale,encountered,while,single,really,remained,sake,domains,should,elected,sketches,enable,saddle,small,except,saddles,enabled,record,state,enables,scanning
1,0.4423532182343239,elephants,,elephants,elephant,elements,experience,development,wherever,everything,students,whatever,recipients,residents,scattered,substituting,elsewhere,requirements,substance,entertained,represents,structure,evidence,represented,experiences,distance,experienced,experiments,represent,relatively,effectiveness,substances,eloquence,existence,scotland,strongly,wavelength,determined,elizabeth,effectively,workplace,struggling,eighteenth,surrounding,sequence,retention,disturbed,encouraged,encourage,specifically,suspended,determine,efficient,requirement,electrons,receptors,substituted,department,retirement,whenever,developed,statement,respondents,entrusted,settlement,sequences,established,residence,shortage,electrode,equality,resultant,surveillance,settlements,sixteenth,subsequent,surroundings,daughter,repeatedly,sentiments,distances,resistance,rhetorical,spiritual,dependent,employment,designers,respondent,experimental,disgrace,strictly,documents,derivative,derivatives,remember,structures,depending,resistant,sentiment,ridiculous,statements,electrical,relevance
