high	384069757
old	383968947
different	381754689
states	380868041
take	378692593
year	378588036
power	375157528
since	371640088
given	370951111
god	368602591
never	367410869
social	362948808
order	361137006
water	355587010
thus	352807708
form	351876013
within	351813133
small	350555114
shall	343402507
public	342997189
large	342488394
law	339636543
come	337657678
less	337472238
children	336696203
war	336556624
point	334132537
called	329756612
american	329408322
again	326148276
often	325401398
go	323964260
few	321534083
among	321347106
important	318784048
end	318358472
get	318268701
house	316573649
second	316550047
though	315759933
present	314035008
example	313430413
women	312387136
himself	311804283
last	310298901
say	310131991
v	308925613
left	306906317
fact	303298907
off	302703449
r	302544958
set	302409924
per	300430455
yet	298128648
hand	297234368
came	294519392
mr	293284522
development	292535046
thought	292315194
always	289318325
far	288751612
country	287843059
york	287320304
school	286540769
information	285098901
group	284619098
following	282886164
think	282320905
others	280955622
political	279061351
human	279021305
n	277850634
history	277683090
united	275955763
give	275798063
family	275602568
find	274274590
need	273552948
figure	272883920
possible	272738327
although	269981141
rather	269939588
later	269885412
university	267751209
once	267416382
course	267236689
until	266946508
several	266876673
l	265828351
national	265417035
whole	264686675
early	262981121
four	262914909
home	262553741
means	262059868
process	261790501
things	261704289
nature	259033812
chapter	257476008
above	257241520
therefore	256682547
having	256357844
certain	255334043
control	254644607
data	254034830
name	253274311
act	252647223
change	252134051
value	252048910
body	251642350
study	251412791
u	251110615
et	249167918
table	248015536
become	247457029
whether	245965568
city	245739672
times	244652752
side	244579161
book	244574441
taken	244551759
away	243682692
known	242927654
period	241676605
t	240331210
best	239511920
b	239205418
line	237728936
am	236072894
court	235754411
john	235377162
days	235126978
put	234701029
young	233730772
seen	232888326
person	232614454
common	232498896
either	231824718
let	231537815
c	231129036
why	230818061
land	230664450
head	229535073
business	228885529
company	228469116
church	228268027
society	227811458
words	227520019
effect	226978543
around	225937346
better	225154853
nothing	224812144
took	224538630
white	223842549
itself	223346932
something	223322681
light	223283381
question	222871505
almost	222453263
went	222184612
interest	221772141
mind	220434054
next	219477552
least	219391916
level	217880825
themselves	217462287
pp	217287724
economic	216695892
child	214495696
service	214457766
death	214200351
view	214032474
action	212745062
five	212347006
press	211790395
father	210949108
further	210650667
love	210309854
research	210299169
true	210028452
area	209889746
education	209814199
self	209610751
ii	209372786
necessary	208262162
subject	208025099
age	208025026
want	207713793
cases	207679135
ever	207610157
problem	207358925
going	207106670
free	206124889
done	205582453
making	204338491
party	203630065
w	203399388
king	203353872
together	202993393
century	202589109
section	202408132
position	201634308
using	201538480
type	200601550
result	200098723
help	199240416
individual	199039556
matter	198317921
already	198195396
sense	197418030
full	197414168
half	197356649
various	197328384
look	197106294
based	197019089
whose	196188708
english	195271104
south	195111863
total	194697805
class	193594736
became	192776168
london	192770972
perhaps	192539370
policy	191983069
members	191328053
al	189092273
local	188976156
enough	188926792
rate	188735246
particular	188694088
air	186969515
along	186526544
mother	186500167
knowledge	185663434
face	184726779
word	184723643
kind	184671326
open	184314050
la	183937889
terms	183734180
money	182968174
support	182830113
able	182784163
experience	182638919
conditions	182604871
problems	182356702
real	181606522
black	181534185
language	180881673
results	180428850
room	179755095
force	179546634
held	179066065
low	179004821
according	178813575
north	178781880
usually	178738152
show	178567400
night	177986919
told	177734562
short	176881097
field	176540842
reason	174985259
asked	173744424
quite	173456562
nor	173439637
thing	172841116
special	172755870
health	172726818
analysis	172478318
eyes	172226397
especially	171143968
lord	169159892
woman	169051450
major	168849803
similar	168718943
theory	168596067
care	168563128
d	167747610
brought	167507551
whom	167400602
office	166486670
production	165987577
art	165700769
sometimes	165283651
third	164793359
shown	164675601
british	164532976
due	164215126
international	163573636
began	163257097
single	163208636
natural	163044916
got	162977430
account	162753892
o	162446156
cause	162159744
community	162087354
saw	161360283
heart	161229218
soon	160701079
changes	160535971
studies	160012274
groups	159410696
method	159221209
evidence	158733885
seems	158521783
greater	158009141
required	157960531
trade	157876675
west	155963059
foreign	155858189
model	155596065
clear	155440038
near	154961206
e	154832177
students	154825494
probably	154302008
french	154070908
gave	153923481
including	153788544
read	153666095
material	153362658
st	153351191
england	153248531
term	153135468
past	152640879
x	151958574
report	151853397
considered	151543062
future	151057322
structure	150819150
higher	150776444
available	150024600
working	149626531
felt	148286632
tell	148174986
amount	147817030
really	147421858
keep	147408452
function	147373828
market	147363827
indeed	147259114
growth	147012392
non	146465634
increase	146138988
personal	146121100
mean	146034016
cost	146023677
surface	145771366
knew	145657110
fig	145417521
idea	145384249
note	145284756
lower	145246821
program	145240677
treatment	145124307
six	144487886
population	144196300
food	144119877
systems	144111028
close	144016036
blood	143748240
central	143500793
president	143408145
character	143292887
property	142624592
energy	142517714
living	141708900
provide	141578255
science	141451383
specific	141374844
return	141243820
practice	141021185
role	140746602
hands	140692528
management	140514569
son	140398027
countries	140379162
toward	140324456
says	140245909
generally	139836301
purpose	139656958
influence	139614849
rights	139214961
received	139173326
services	139169047
america	139103100
strong	138990488
call	138850539
current	138547648
believe	138039009
effects	137895472
letter	137849785
looked	137482766
story	136929529
k	136873017
forms	136458793
seemed	136340873
ground	136160976
main	135809410
paper	135717632
works	135228681
provided	134954498
areas	134937418
moment	134929085
modern	134928827
situation	134902355
written	134867337
turn	134543290
feet	134335526
plan	134207811
parts	133958136
movement	133562751
values	133413417
private	132493201
late	132195048
union	131905437
size	131791065
described	131540236
test	131384059
east	131221014
difficult	130570868
feel	129504858
river	129256917
poor	129037542
attention	128682793
books	128671613
town	128440797
space	128095377
price	127516982
percent	127347198
rule	127103265
turned	127077828
activity	126408460
across	125966155
play	125966114
anything	125835410
building	125819283
physical	125812100
capital	125722844
sea	125304474
hard	125244650
makes	125238740
cent	125066969
approach	125008612
pressure	124904999
military	124769043
finally	124759418
middle	124618207
sir	124174456
longer	124159783
spirit	123932813
continued	123650320
basis	123419677
army	123302932
red	123045825
simple	122884439
alone	122835868
series	122735024
below	122647428
source	122618874
increased	122495475
sent	122412571
months	121465329
particularly	121436232
earth	121321199
department	121154556
questions	121086543
heard	121049664
lost	120864521
likely	120780559
complete	120466952
behind	120223004
taking	119930425
wife	119810645
lines	119616540
object	119309173
hours	119176596
twenty	119087024
established	119034590
truth	118930109
range	118895618
related	118866573
committee	118860533
income	118626206
instead	118484242
beyond	118415465
rest	118338340
outside	118114647
developed	118107775
organization	117875554
religious	117463923
board	117313420
live	117295827
needs	117044588
design	117020986
persons	116936225
except	116714825
authority	116688964
patient	116542630
respect	116306074
latter	116288072
sure	116101172
relationship	116100162
vol	116091415
culture	115958061
methods	115811608
ten	115735473
followed	115409819
william	115274407
points	115250145
condition	115238955
addition	115107736
direct	114940531
seem	114796859
industry	114700075
college	114603039
manner	114478970
patients	114422213
friends	114328654
beginning	114327697
hundred	114287683
front	114225617
original	114152019
appear	113976837
include	113649137
ways	113459340
shows	113441744
activities	113096920
relations	112577794
writing	112296278
standard	111984599
council	111952969
disease	111902037
fire	111772808
german	111769403
france	111646372
produced	111578123
degree	111533404
towards	111514047
leave	111484002
understand	111400657
cells	111292984
average	111217152
march	111099629
carried	110953467
length	110894669
difference	110570004
normal	110230788
simply	110225067
quality	110129627
street	110123598
run	109930414
loss	109788109
morning	109715845
stage	109702934
answer	109648942
doing	109584298
pay	109379657
today	109183206
decision	108917471
labor	108899935
mass	108780280
page	108451050
mrs	108236242
published	108105016
workers	108098920
top	107720511
bank	107702340
wanted	107575224
journal	107542860
passed	107281200
door	107147610
importance	106606496
western	106595451
tax	106576076
involved	106251694
solution	106119579
hope	105977861
voice	105872163
reading	105746014
obtained	105691538
peace	105671469
needed	105468558
bring	105433178
placed	105066353
chief	104930693
species	104890849
added	104771038
laws	104501266
europe	104364382
y	104348006
looking	104345269
factors	104232525
behavior	104161644
die	104116543
response	103957858
performance	103846963
led	103686332
association	103663550
road	103527681
issue	103401206
consider	103394902
training	103343304
learning	103323496
equal	103230064
forces	103156826
india	103128756
schools	103015160
cut	102987613
earlier	102976507
member	102941820
basic	102914023
lead	102799256
types	102765972
music	102752776
friend	102742766
appears	102702089
james	102631682
temperature	102583673
christian	102329913
volume	102319850
review	102146276
kept	102144709
significant	102067133
meaning	101922129
former	101846427
associated	101715715
wrote	101392404
center	100832164
direction	100823525
job	100296663
region	100279765
everything	100206386
understanding	100138951
opinion	99583042
text	99558252
big	99478844
june	99440743
hold	99436324
application	99094220
date	99067091
author	99057576
washington	98922678
f	98863222
cell	98801742
distribution	98783273
fall	98770014
becomes	98763105
limited	98641567
presence	98534445
indian	98520353
sound	98400147
meeting	98245814
clearly	97842686
expected	97831166
federal	97641122
iii	97302365
nearly	97223618
parents	97212390
extent	97111148
ed	97062344
yes	96939209
ideas	96887798
observed	96768092
medical	96692311
actually	96636185
final	96621004
miles	96612930
george	96581108
elements	96486339
project	96404318
product	96345963
list	96337219
throughout	96195096
christ	95937080
discussion	95748214
rules	95621969
religion	95597972
applied	95581855
produce	95422141
deep	95317022
operation	95282944
issues	94931699
else	94688854
coming	94640994
determined	94479765
european	94401198
events	94349253
security	94251288
oil	94139684
fine	94059624
move	94028502
distance	94009582
effective	93840669
paid	93824145
nation	93815315
success	93641965
step	93560796
gives	93483557
literature	93395274
products	93186257
resources	93084192
neither	92918065
follow	92845258
cross	92626590
levels	92517179
principle	92328426
ask	92315534
immediately	92276380
certainly	92207108
moral	92096596
july	91823691
reached	91787734
formed	91736756
deal	91635397
faith	91626840
recent	91428527
materials	91260421
legal	91252072
administration	91214438
comes	91171205
potential	91104491
presented	90981112
congress	90920254
civil	90889861
principles	90804990
met	90782506
directly	90709165
meet	90702890
expression	90560598
myself	90517859
born	90289867
justice	90288620
post	90284347
wide	90263133
strength	90135800
statement	90057702
relation	90032932
financial	89944001
dead	89934327
larger	89849229
cultural	89794087
historical	89462932
existence	89083502
weight	89001175
built	88969219
reference	88859187
feeling	88794683
round	88701795
reported	88569563
risk	88440732
appeared	88080865
scale	88072401
included	87960943
million	87923813
supply	87863227
individuals	87853058
differences	87592899
write	87426598
doubt	86832035
hour	86759378
industrial	86703091
april	86593276
primary	86571568
letters	86565205
base	86506895
numbers	86463924
interests	86403430
seven	86349743
places	86267870
wall	86171421
entire	86073124
complex	86070407
try	86029204
county	86010747
costs	85944622
article	85929652
thinking	85817208
record	85709192
sun	85627121
flow	85560270
follows	85543566
attempt	85321600
instance	85301123
commission	85293524
bad	85281645
easily	85184613
unit	85171443
died	84912012
week	84884570
green	84881220
charles	84820604
demand	84558261
acid	84415676
environment	84375190
proper	84289618
takes	84146515
positive	84107024
talk	84014317
active	83957538
image	83915350
plant	83908136
freedom	83815581
library	83808994
dark	83664973
mentioned	83632136
key	83567141
speak	83498251
allowed	83425676
whatever	83421922
co	83400847
concerned	83350145
lives	83348328
measure	83238507
paris	83202714
merely	83044847
fear	83020898
independent	82971129
heat	82896023
circumstances	82859441
thomas	82763560
giving	82611948
master	82534358
tried	82433784
china	82338018
eye	82295704
upper	82015968
gone	81980906
actual	81877462
cold	81807155
frequently	81660814
status	81612790
regard	81504442
ability	81497856
eight	81495206
unless	81484495
parties	81416952
henry	81396756
hear	81348010
thousand	81244552
stock	81217109
minutes	81188190
student	81107174
rise	81100702
arms	80953152
factor	80917322
charge	80914501
easy	80889666
created	80760985
stand	80727710
started	80536617
share	80525779
picture	80525175
content	80456636
herself	80314256
agreement	80269734
none	80180675
remember	80175558
constant	80161399
popular	80096583
style	80028774
appropriate	80019876
start	79923477
goods	79806633
considerable	79770087
ready	79624083
occur	79611642
notes	79521751
rates	79425665
forward	79346916
returned	79233513
defined	79135794
nations	79070369
minister	78983311
useful	78908624
remain	78885501
construction	78880507
island	78799561
stood	78694390
speech	78668587
choice	78615876
district	78578480
jesus	78444218
powers	78403815
economy	78362431
moved	78319748
paul	78106987
desire	78014950
division	78001524
task	77870174
germany	77869263
highly	77844504
bill	77833569
staff	77814061
progress	77758476
site	77716491
additional	77663155
reasons	77552468
serious	77366053
re	77318260
gold	77211744
remained	77209709
boy	77209500
january	77189577
brother	77095597
sort	76787004
pain	76699112
pass	76687006
relative	76683648
previous	76639340
planning	76509379
separate	76492992
lay	76423115
exchange	76389640
processes	76314498
der	76167497
robert	76167154
critical	76142147
animals	76122725
october	76060210
ancient	76051366
functions	76040500
sufficient	75967274
august	75931522
discussed	75791052
marriage	75790148
programs	75703187
remains	75576426
sources	75450144
memory	75398070
effort	75324603
girl	75277487
soul	75242469
internal	75224824
news	75180225
le	75129118
bed	75082177
des	75043954
caused	75021793
brown	75021095
chinese	75015993
lack	74865521
september	74638774
husband	74591078
politics	74582327
lived	74569722
learn	74465003
introduction	74439884
command	74401004
december	74250972
technology	74243511
duty	74204798
teacher	74193103
daily	74139067
essential	74118627
allow	74004107
box	73953335
iron	73902504
failure	73825794
noted	73646017
decided	73604116
concept	73579257
names	73485448
pattern	73450577
getting	73368571
teachers	73365409
phase	73341060
ago	73335234
otherwise	73285462
variety	73129754
determine	73032897
hence	72979509
blue	72965655
prepared	72945399
lot	72923102
figures	72913146
measures	72891894
contact	72889385
continue	72774334
h	72681780
labour	72671130
heavy	72611588
suggested	72611219
subjects	72596840
companies	72556776
southern	72547707
officers	72426585
features	72358182
communication	72352800
fully	72303692
opportunity	72275152
wish	72253090
computer	72147729
reality	72127028
police	72117825
create	72006637
exercise	71985907
worked	71870076
add	71813669
learned	71798775
teaching	71777396
inside	71754940
summer	71720477
description	71656296
gas	71622771
car	71561033
scientific	71550459
title	71536845
soil	71318824
objects	71287359
village	71264857
claim	71219428
protection	71158981
trying	71152657
traditional	71122373
entirely	71000887
employed	70974593
soviet	70959576
fixed	70922748
lady	70878294
provides	70825420
efforts	70808610
capacity	70791869
completely	70693985
purposes	70686038
expressed	70616284
majority	70542281
principal	70418179
mental	70318072
access	70254881
raised	70232824
saying	70222818
reduced	70168651
families	70065241
changed	69992061
compared	69959666
practical	69867959
successful	69748466
interesting	69654195
code	69578569
plants	69567478
causes	69538990
increasing	69529578
impossible	69400796
growing	69384203
month	69372313
facts	69355035
color	69327304
develop	69317466
someone	69309014
event	69284260
begin	69278345
revolution	69249127
somewhat	69246037
notice	69123079
offered	69102305
philosophy	69092723
ones	69013337
iv	68980979
leading	68886792
showed	68807302
affairs	68715279
operations	68685551
beautiful	68629480
relatively	68593975
offer	68593221
november	68574142
covered	68568901
wrong	68553370
employment	68545377
negative	68475043
require	68419673
examples	68408753
acts	68317838
attack	68199848
tree	68170297
institutions	67990226
address	67976368
aid	67944368
africa	67931729
proposed	67862052
david	67861148
motion	67839024
hall	67809553
receive	67753434
till	67716859
carry	67586996
g	67585608
connection	67584717
female	67560341
weeks	67450078
serve	67436190
stone	67355537
quickly	67313906
constitution	67153097
race	67082708
formation	67072530
evening	67057151
procedure	67043161
animal	66911425
collection	66595079
secretary	66561055
annual	66557399
royal	66536347
rich	66529620
male	66372139
professional	66334609
greatest	66307832
units	66208961
trust	66195615
context	66129587
trees	66079954
mary	66054791
appearance	65992902
firm	65960325
en	65874234
balance	65855845
britain	65821407
spring	65807547
stop	65689551
reaction	65683454
miss	65667343
leaders	65631562
characteristics	65569866
sample	65517522
classes	65298554
foot	65268171
japanese	65237422
battle	65234857
thirty	65233308
matters	65231526
contract	65211016
accepted	65208554
resistance	65089752
hair	64973056
reports	64971696
standing	64924188
believed	64898798
drawn	64894754
equipment	64833870
california	64687054
wood	64572718
married	64505401
floor	64492486
mark	64415004
smith	64364637
argument	64358115
file	64262673
hill	64203672
opened	64185214
properties	64151038
daughter	64120493
despite	64073888
conference	64045366
oh	64039685
glass	64019477
advantage	63927213
external	63888254
prevent	63864478
output	63820926
goes	63815721
judge	63761525
stated	63732428
houses	63695795
japan	63562357
represented	63559959
investment	63492570
enemy	63485320
papers	63477823
piece	63386066
credit	63352717
commercial	63306888
northern	63274990
square	63252108
reach	63099345
actions	62813232
contains	62766977
visit	62760370
meant	62759727
native	62733106
hospital	62730585
conflict	62728774
february	62655624
judgment	62618448
existing	62595123
designed	62499733
fell	62426017
sex	62388344
records	62276327
entered	62265031
film	62249652
initial	62210584
official	62196036
african	62020355
holy	61904338
requires	61904264
explain	61787319
happened	61777903
enter	61756355
introduced	61710493
sat	61687822
worth	61683767
roman	61537936
prices	61469732
officer	61462245
concerning	61460879
treated	61452041
educational	61441647
element	61307004
skin	61306498
fair	61257976
aspects	61147253
conduct	61095575
cover	61086257
ordinary	61062673
ship	61052746
forth	60936635
double	60886044
responsibility	60882814
contrast	60857601
moving	60738246
avoid	60698278
technical	60610043
mouth	60544346
running	60375033
network	60354784
exist	60324360
responsible	60266060
impact	60240436
rose	60231973
arrived	60189494
occurs	60187440
requirements	60166663
portion	60154358
machine	60071983
intended	60015990
search	59918596
steps	59876656
views	59837871
leaves	59721783
understood	59661208
served	59607828
san	59581878
spent	59531990
scene	59515374
powerful	59488857
definition	59468279
governor	59441000
game	59423716
filled	59421550
origin	59390542
shape	59330150
brain	59323129
chance	59319428
spiritual	59192756
numerous	59183765
obtain	59161970
happy	59148236
window	59140195
cities	59062967
closed	59050939
stress	59028564
setting	59002702
standards	59001477
fish	58961103
trial	58925346
professor	58862170
sexual	58849652
older	58810050
eastern	58804908
smaller	58788885
speaking	58757324
consideration	58746188
models	58727891
winter	58578676
correct	58476352
boys	58463273
hot	58461702
removed	58452997
plans	58440421
stay	58426721
perfect	58295364
sales	58294242
tradition	58210699
leaving	58150941
fields	58094403
accept	58090021
usual	58088657
prior	58067848
captain	58044637
ibid	58032927
suddenly	58028153
apply	58015406
domestic	58002971
marked	57936732
frequency	57929168
speed	57902726
horse	57887383
wind	57754966
benefit	57754877
concern	57731492
difficulty	57684801
birth	57673178
moreover	57581724
index	57535653
passage	57505891
relationships	57403042
ought	57331181
laid	57244156
organizations	57218231
uses	57162904
corporation	57033431
transfer	56979979
selected	56935024
regular	56848908
agreed	56836207
named	56824357
maximum	56698351
error	56686480
fourth	56681820
joint	56601038
sign	56594787
bodies	56570729
dry	56567358
lake	56523336
richard	56507061
divine	56490113
bear	56396127
focus	56386458
techniques	56366967
institute	56275220
regarded	56264531
chicago	56260533
conclusion	56150678
survey	56110118
referred	56072596
peter	56066128
recently	56046724
examination	55999759
centre	55989823
orders	55928744
chemical	55923143
whereas	55849806
jewish	55789795
suppose	55749033
nevertheless	55673630
hardly	55617560
girls	55614694
ill	55568821
decisions	55544744
everyone	55439622
queen	55430363
highest	55396496
forced	55369222
urban	55348403
tests	55128408
bound	55120385
performed	54961168
exactly	54903847
patterns	54881340
troops	54875830
details	54832432
equation	54832040
possibility	54792785
includes	54735934
absence	54650662
kingdom	54611056
feelings	54594558
policies	54592977
rock	54584175
indicated	54573299
represent	54533708
proved	54524646
kinds	54516420
bottom	54434269
structures	54398469
largely	54330141
apparently	54311507
maintain	54296702
station	54269427
greek	54268245
coast	54254707
van	54216074
attitude	54209201
interpretation	54197541
canada	54197034
equally	54189644
opposite	54176279
divided	54069990
prince	54038075
plate	53951651
evil	53923463
adopted	53906594
comparison	53860002
gain	53858925
edition	53838705
message	53784257
path	53776984
spread	53759180
agricultural	53756374
developing	53754166
bit	53739229
explained	53734351
net	53732441
immediate	53724962
check	53633229
walls	53598426
connected	53594955
russian	53443883
pure	53378833
ratio	53242228
holding	53225800
break	53219311
environmental	53170067
claims	53165067
send	53146084
suggest	53109793
containing	53023491
occurred	53011489
sides	53007006
reader	52958507
secondary	52933817
sight	52920605
stories	52917805
americans	52858058
media	52762256
anyone	52717296
belief	52646842
benefits	52601729
concentration	52556563
dear	52533141
opening	52303973
nine	52272384
indicate	52263214
team	52222421
generation	52213302
affected	52197073
save	52185851
farm	52171871
discovered	52125670
forest	52116057
recognized	52112823
doctor	52105594
occasion	52049047
advanced	52029366
assumed	52011287
assembly	52007965
interested	51866539
danger	51844097
mere	51838262
broad	51817218
indians	51792844
pleasure	51774973
broken	51741285
insurance	51739426
identity	51707631
spanish	51677643
yourself	51560530
agent	51539825
courts	51539722
aware	51531667
played	51450550
youth	51377635
failed	51370295
medium	51353864
director	51293979
extended	51284868
derived	51173831
pages	51172554
clinical	51171055
empire	51167597
supposed	51165571
killed	51120657
literary	51086222
safety	51023535
proportion	51022631
writer	50965071
arm	50944459
sleep	50932721
alternative	50899296
struggle	50878823
items	50841196
obvious	50793120
und	50773555
knows	50735490
fresh	50732915
showing	50720124
fit	50708724
rome	50691873
sum	50688079
anti	50682681
articles	50657406
drug	50640414
drive	50550951
finding	50530341
previously	50508437
carefully	50416441
selection	50380088
assistance	50328048
expect	50281266
parliament	50269188
employees	50219662
leader	50169999
park	50073031
cambridge	50043629
trouble	50039681
valley	50036969
accounts	50002106
slowly	49998261
typical	49965493
fast	49940060
rural	49791477
appointed	49780422
election	49705379
supreme	49692142
closely	49678295
variable	49599906
oxford	49591347
estate	49584365
citizens	49538977
characteristic	49471396
formal	49470083
metal	49466824
besides	49458621
pointed	49434219
foundation	49394509
mode	49393153
steel	49374952
guide	49345750
express	49341981
sold	49299662
skills	49296214
agency	49292792
contained	49233155
wild	49155733
doctrine	49141618
vision	49136409
opposition	49128329
les	49119335
slightly	49013828
secret	48976518
silver	48968495
lies	48954015
straight	48928702
democratic	48925711
banks	48918826
sought	48914235
increases	48902847
fundamental	48891435
choose	48873309
beauty	48832052
directed	48827827
location	48821205
spoke	48767847
reform	48758434
sister	48727186
thoughts	48667959
heaven	48654710
grand	48537522
apart	48515164
detail	48457031
contain	48390661
soldiers	48355994
assume	48346296
prove	48299919
strategy	48293396
fight	48267479
edge	48221256
career	48217594
supported	48213629
consciousness	48102135
creation	48059476
catholic	48023110
severe	47946913
movements	47933277
suggests	47907746
walk	47881963
background	47866824
boston	47797455
describe	47786240
latin	47771909
bar	47747943
mountain	47745323
russia	47730676
violence	47728326
fifty	47727926
establish	47701019
composition	47613876
garden	47613326
grant	47602295
quantity	47591299
strange	47546808
camp	47538223
famous	47479984
provisions	47403196
intellectual	47372763
regions	47334267
studied	47308501
poetry	47228325
measured	47189909
du	47187223
extremely	47178161
changing	47127553
rapidly	47096313
apparent	47085506
greatly	47053737
excellent	47038325
components	47002944
brief	46980588
solid	46979045
sections	46970354
becoming	46958985
reduce	46957785
identified	46924032
false	46889309
ordered	46858093
absolute	46847795
dependent	46824296
jews	46824189
writers	46806516
chosen	46790093
seeing	46746118
mission	46742146
declared	46739668
evaluation	46738943
significance	46724008
experiences	46696542
funds	46652192
mexico	46649696
drawing	46619792
leadership	46600521
q	46587520
procedures	46534392
practices	46519606
difficulties	46487715
ourselves	46480485
experimental	46445854
technique	46389590
passing	46379755
intelligence	46367369
advance	46343824
universal	46316913
operating	46297803
authorities	46279049
relief	46260546
references	46208902
executive	46196799
ran	46191012
regarding	46130224
possibly	46098314
thou	46082764
confidence	46035976
reduction	46011896
minimum	45970889
appeal	45965570
regional	45952652
draw	45951040
assessment	45921782
multiple	45911584
familiar	45890496
independence	45879428
defense	45826330
seek	45782768
combination	45757649
capable	45736094
contrary	45727641
republic	45669616
pieces	45659622
combined	45651703
variables	45642464
organized	45609818
el	45585664
sale	45580490
duties	45541435
superior	45528831
explanation	45522611
italy	45458093
un	45455503
consists	45437541
wealth	45427330
twelve	45421449
forty	45383507
medicine	45365809
limits	45352795
contemporary	45347000
necessarily	45327976
depends	45319550
please	45304536
build	45255756
ideal	45211001
mine	45194150
wave	45191861
parallel	45162218
reasonable	45143745
characters	45139786
treaty	45096403
mm	45091898
subsequent	45054575
symptoms	45054434
objective	45053869
lands	45030112
located	45027380
tissue	44931701
experiments	44911820
height	44897820
convention	44868211
signs	44858716
resolution	44840252
fellow	44802102
version	44778487
pre	44734960
rapid	44710067
lie	44695827
stopped	44687246
crime	44683293
therapy	44672019
eventually	44667092
inner	44659957
psychology	44652182
competition	44625954
waiting	44605976
talking	44567750
soft	44446985
signal	44434739
limit	44426594
corresponding	44417957
replied	44379961
calls	44356803
taught	44334120
payment	44333345
goal	44294324
grow	44282253
engaged	44236694
ends	44236597
joseph	44195828
completed	44189831
minute	44171020
copy	44091141
affect	44038056
distinct	44031911
sector	44018261
vi	43974638
protein	43972318
plane	43959413
campaign	43930674
applications	43920229
represents	43912248
buildings	43891297
slow	43867515
agents	43837997
walked	43809046
demands	43807732
edward	43789022
sentence	43785789
necessity	43776622
novel	43726676
substance	43714179
images	43699913
von	43697935
column	43677571
consequence	43581028
louis	43575755
printed	43519591
consequences	43489395
adult	43479772
psychological	43474910
rev	43439260
experiment	43419470
approximately	43391617
statements	43387924
store	43378567
block	43351498
season	43345599
observations	43333921
layer	43333277
yellow	43316918
personality	43308995
territory	43268494
israel	43258847
plain	43254996
desired	43232620
arts	43228597
maybe	43188490
welfare	43173822
keeping	43155300
permanent	43150304
museum	43070655
mainly	43021487
narrow	42998465
buy	42984350
watch	42958949
cast	42954724
answered	42912739
communities	42896891
crisis	42885695
providing	42881199
scheme	42864009
tend	42857894
positions	42848651
authors	42842851
recorded	42811040
feature	42808037
agriculture	42691054
profit	42663218
projects	42660625
count	42631645
cash	42623752
possession	42615605
bishop	42588008
perspective	42551372
distinction	42466741
resulting	42465886
thy	42412321
safe	42344191
primarily	42302477
touch	42300692
naturally	42293212
aspect	42276247
settlement	42270524
sitting	42267149
carrying	42228182
recognition	42181632
branch	42047317
grace	42006028
officials	41999015
milk	41967910
johnson	41943264
institution	41937476
shot	41910091
joined	41902438
unable	41900398
proof	41865985
liberty	41838797
controlled	41832098
audience	41819627
extreme	41752232
spain	41741129
pretty	41735273
granted	41714525
bone	41686194
issued	41680043
transport	41666477
agree	41652330
dollars	41646195
maintained	41642557
establishment	41636970
salt	41629458
crown	41595674
circle	41583992
extensive	41575865
remaining	41572729
relevant	41568429
mountains	41567515
warm	41557659
temple	41531933
damage	41510400
hearing	41499546
gradually	41464070
representation	41412389
publication	41410992
observation	41347352
determination	41330070
achieved	41326742
helped	41322251
repeated	41313167
attempts	41272121
