matchOrder,score,procTime,TARGET
1,0.26084222988245953,0.39644742012023926,never,,never,henry,henri,mansion,bennett,hannah,manner,naval,have,banner,hegel,needed,hammer,nancy,maize,bench,negro,haven,maxwell,multi,bernard,more,between,helen,newman,majesty,nearest,makers,maker,better,meter,many,most,because,beauty,muhammad,baker,made,began,maiden,makeup,national,branch,nearer,habitat,meyer,manners,japan,hebrew,herbert,magnet,mention,jackson,mediation,here,backward,machinery,manual,memory,julius,must,being,mexico,julia,market,member,browser,happen,broker,make,judaism,hands,much,bathroom,heaven,handbook,baldwin,matter,before,hand,jupiter,marginal,name,jacket,hamlet,mystery,beaten,harvey,messenger,house,merger,half,marker,markers,nearby,medical,both,brown,hereby,broken
2,0.02655233344932116,0.08861660957336426,too,,to,too,took,room,run,top,yes,re,glass,tool,tom,ye,tea,glad,tower,roll,tip,flag,res,ruin,flash,te,rio,rom,ti,tr,rim,tim,fl,toll,ga,fa,the,go,ft,fi,for,from,you,gun,fun,them,then,fe,time,three,two,th,gm,fool,your,r,fr,t,till,good,y,f,g,few,tv,rs,ff,ta,ra,god,tho,tin,true,type,yet,times,full,ratio,told,ton,find,radio,far,get,rob,four,roof,tall,rod,rid,ross,ran,tips,tis,free,tops,types,toss,fall,ram,fig,tell,real,role
1,0.16968435838608856,0.4749124050140381,rich,,rich,rico,the,rock,today,robin,road,rush,that,risk,rise,rises,rose,roses,tossed,towers,for,dock,ryan,dick,european,roman,than,duct,they,duck,turn,town,this,think,river,robert,token,exceed,rival,roger,rogers,exceeded,tiger,rover,ellen,torn,from,ruth,tooth,dissertation,forum,edgar,toil,even,flat,toward,fixed,fiber,fossil,dust,envy,theft,energy,their,flank,ever,form,else,ruler,down,effect,exist,rulers,dish,these,export,firm,fleet,expert,tunnel,ether,disease,every,fuller,disk,flesh,those,dose,thick,doses,diseases,roots,erect,easier,there,fish,two,focal,effort,fibre,threat,toys,rubber,time
1,0.2014267723884743,0.2352771759033203,and,,and,accent,anna,academy,why,with,anne,ave,wang,were,anglo,want,wanted,any,as,words,word,quite,was,wrote,write,walls,wild,walk,asia,que,quoted,wire,writes,wore,adds,asks,wit,wolf,wounds,quote,quit,walks,alaska,wires,als,writ,wills,quotes,wiped,wandered,are,she,alex,wind,answered,avoid,at,weapon,an,shed,acid,wales,wake,simon,spin,apex,age,wine,assure,ages,wages,wage,aged,about,went,wing,some,weekly,adding,ally,acres,acts,sky,agreed,agree,six,axis,agrees,sees,wound,strata,assent,all,we,afford,added,when,ways,wood,aus,acta,atomic,soc,skull
1,0.20361649225574474,0.3514828681945801,thin,,thin,the,thing,you,that,for,rod,rid,ross,tips,tis,tops,toss,your,roof,type,told,this,types,tools,root,route,row,tired,tied,yours,tour,ties,tie,rows,rope,roy,tomb,routes,rolls,rooted,rites,torture,rupture,tours,ripe,toes,toe,rue,toy,tire,rob,ton,thumb,theme,rna,rode,ride,tide,rude,tin,themes,time,rice,thee,tony,thy,runs,rife,tiny,rooms,ruins,round,times,role,tones,tone,young,rolled,fled,tune,talk,rods,roles,from,talks,fin,rome,tube,ring,rubbed,till,fly,ralph,timing,fox,topic,tubes,they,rule,rules,flung,ruled,rolling,fix
1,0.28829341367768135,0.37355804443359375,breathing,,breathing,beating,grazing,have,heating,brains,graduate,heading,grains,breaking,genuine,helped,grade,grades,helpless,heated,banks,breasts,having,backs,behold,beasts,healing,genus,venus,granite,being,genius,behind,gave,grant,backing,hand,granted,helps,venous,begins,graph,headed,name,habit,babies,bears,backed,great,game,brave,hearts,brand,games,helping,newly,here,hang,naming,hello,gang,breath,grabbed,before,grand,banking,very,halt,between,names,vacant,grave,band,bent,named,beams,brazil,genes,grams,beads,gene,beans,grace,namely,geneva,half,hans,gamma,gained,health,berlin,needs,habits,hears,became,gasoline,back,begged,gracious,greater,getting,held,because,baking
3,0.03958974430456125,0.020298242568969727,is,,of,in,is,on,i,if,us,j,u,ii,o,k,iii,ones,iv,oh,un,id,ix,im,km,inn,ok,os,ib,ia,intra,it,or,one,its,up,off,ill,il,uk,um,ol,old,odd,jr,knew,je,op,usa,kg,ours,ou,ot,ip,ut,ir,ieee,jo,once,und,jim,una,idea,une,ice,kim,ing,int,kid,ins,kin,ides
1,0.13370285157550266,1.0882999897003174,difficult,,difficult,sixth,doctor,diffusion,civil,dozen,erosion,concerned,softly,diction,fitting,fifth,stars,spark,fiction,stark,could,sickness,fusion,edition,strong,confronted,confront,started,conceived,conceive,strive,editions,convergence,risen,streets,costly,should,exotic,cotton,doctors,exports,russell,experts,state,sorts,statute,statutes,statue,statues,fibers,different,sports,dioxide,converts,first,focus,suicide,status,exists,sierra,dissolved,dissolve,conference,dilemma,efforts,convent,conferences,forms,foreign,successfully,sixty,consult,senior,consulted,chosen,states,differences,during,stands,divided,russia,drawn,solemn,strife,difference,suffers,somewhere,signs,costs,economic,syria,exceeds,static,startled,divide,coats,fifty,specific,firms,socio,concept,succession,consists,speaks
1,0.2900409576959239,0.2156374454498291,can,,can,van,den,dwell,feel,fell,degree,dem,verb,for,from,cell,del,deed,dec,call,cash,cal,vein,feet,calm,very,der,deer,ferry,vain,day,veil,fresh,far,deal,desk,car,das,cat,dad,cap,dallas,var,deep,dei,fat,card,catch,deputy,feed,fed,fail,case,cast,vast,freedom,camp,feast,canon,cannon,deck,dear,cabin,carbon,fear,free,do,dan,fan,fax,dam,cargo,vacuum,danger,fast,deeds,dead,daddy,fatty,fashion,feels,fewer,deaf,dewey,cells,dean,fact,della,verbs,came,fees,defend,felt,cart,verbal,cent,vary,did,farm,carry,called,deemed,carol,fee
1,0.17140890071963924,0.14135241508483887,see,,see,app,still,xii,xiii,echo,and,atom,way,war,watch,est,arch,ward,exp,zoom,a,des,esq,as,sum,watson,sun,sex,sin,sub,aim,arc,dim,at,all,we,was,award,will,so,with,do,away,an,sunk,shall,et,al,st,ask,wall,add,writer,du,weak,ad,di,win,se,wet,si,da,ah,worry,wash,eq,dr,er,sa,au,wool,assertion,eu,xv,ash,audio,alas,ein,shah,ass,xi,sigh,sp,aaron,ag,ar,su,ap,ai,sr,zu,are,sink,art,dip,supp,who,drum,well,were,serum,set,sq,ser
1,0.16523296331287407,0.4840841293334961,rings,,rings,the,flew,tumors,flies,for,floor,flour,that,floors,flow,flows,excess,flux,edmund,rolling,flora,toys,epic,time,fits,topic,tubes,fly,roots,tube,ring,rubbed,eine,eagle,rome,times,edges,roles,finds,role,this,edge,rolled,fled,tune,funds,tumor,elite,ruins,dress,rooms,flung,find,flood,runs,fund,from,doth,ethnic,dome,toil,dine,does,tooth,down,total,they,ruth,type,foul,form,told,rural,eyes,rough,royal,tough,disc,fine,europe,types,died,eye,torn,error,funny,express,town,tools,root,route,exposure,errors,row,edited,doors,four,tired,tied,excited,foods,folk,ford,tour
4,0.029338180513515482,0.03126668930053711,on,,of,in,is,on,i,if,p,l,pp,ii,o,k,iii,ones,iv,oh,ph,ll,pa,id,ix,im,km,ln,inn,lb,ok,pc,os,pl,ps,pm,ib,ia,intra,it,or,one,its,lo,off,ill,il,ol,old,li,less,odd,la,knew,le,pass,points,lt,op,plot,once,puts,kg,pi,ours,pin,pig,ou,ot,ip,pt,po,pr,ir,ieee,pub,pitt,pots,lf,pies,lord,idea,lee,lines,lives,les,lies,ice,plus,los,ltd,log,kim,loud,ing,lots,phys,int,loves,kid,ins,plots,plea,kin
1,0.23456077380042611,0.8085298538208008,saturn,,saturn,which,saturation,would,satan,satisfy,sarah,equal,sailing,daring,after,should,darling,where,detect,equation,defect,salmon,delta,squander,saturday,darkness,sauce,actual,world,dental,debts,within,swept,actors,defeat,design,dairy,santa,danish,state,example,dakota,whether,sweat,description,sacred,earned,detail,swear,sands,system,saved,salts,william,degradation,storm,darwin,social,support,study,american,without,egypt,effect,second,scope,deeper,saviour,daniel,scripture,deity,across,script,different,disturb,dante,delay,during,death,story,eaten,another,david,against,destined,swedish,earnest,derived,sexual,saints,around,deserted,equipment,deadly,swift,exerted,actor,equals,samuel,delhi,denial,events,service,shown
1,0.4303675638187255,0.32854247093200684,physics,,physics,living,lining,outside,learns,practice,politics,loving,ourselves,learned,offences,offence,practices,practiced,learnt,oceans,present,physical,pollution,person,portions,political,obtained,prescribed,pressed,others,proceeds,preserve,previous,picture,persons,pursuit,program,policies,opinion,presence,piston,powerful,pleasures,possible,lifting,provide,lastly,provided,position,possession,pastor,london,polished,obscure,phrases,perhaps,produced,plastic,posture,possessions,loosely,pasture,portal,produce,phases,liquid,observe,purpose,practical,potato,provides,prestige,losers,opponent,places,presented,pleasant,precious,potatoes,problem,prejudice,pieces,proven,offered,placed,prejudices,literal,levels,partly,prison,officer,parties,operation,project,postal,parking,orders,prescription,particular,organization,programs,letters,league,pointing
1,0.5648556875149217,0.27043724060058594,chemistry,,chemistry,financial,curiosity,dormitory,diameter,dimensional,development,conventional,formulas,fundamental,district,character,fourteenth,discomfort,distrust,chairman,formulation,downtown,furnished,dispersion,vigorous,documents,compulsory,furniture,conditional,fifteenth,discussion,colonists,conditions,documentation,disastrous,commitments,chromosome,chromosomes,disagreement,christian,contradictory,contemplated,continental,classified,dialogue,constitutional,fortunately,comprehension,continually,distance,condition,developed,circumstances,chemical,chancellor,corporate,citizens,discussing,chemicals,concentrated,consideration,commitment,constraints,coefficient,creativity,discrete,compositions,christmas,chamberlain,clarendon,constants,complement,commodities,diagnosis,competition,conceptual,disgusting,criticism,disregard,characters,containers,cognition,differential,differentiation,configuration,department,dimensions,difficulties,corporations,february,comprehend,consider,districts,fighting,contradiction,competent,diagrams,convenient,discretion,curriculum,collaboration,discharge,diagnostic,vietnamese
1,0.05769545270100773,0.2538881301879883,are,,are,air,sir,sure,site,sit,spot,spite,sur,apt,ate,sue,sore,and,as,with,waste,wasted,wastes,was,silk,zur,at,soil,sold,soils,some,atoms,south,were,an,stress,speed,wait,sites,waited,zinc,spotted,speeds,ware,spill,sums,seq,she,sins,sea,aims,all,we,sole,aimed,apple,wartime,apples,any,wayne,sung,when,will,went,so,sing,age,about,supply,wing,strata,who,silly,adding,weekly,arguing,apply,sky,ally,agreed,ages,wages,wage,agree,aged,wine,agrees,aunt,assent,arts,added,starts,spin,apex,wake,such,wales,what,skin,sunny,skull,shed,ali,sees
1,0.08172678681259778,0.23938989639282227,hard,,hard,hat,gap,gay,hay,jaw,gdp,jay,jar,jail,use,hardy,gain,be,had,not,he,her,has,his,have,but,ussr,been,yet,you,bad,gas,bar,bay,bag,utter,jet,undertook,nay,nat,bat,next,ball,no,yard,batch,get,beer,jerry,grim,heck,nazi,hart,under,nation,him,need,hey,basin,harry,gary,net,new,unto,hawaii,up,green,used,news,bed,heal,bell,hell,jan,ben,beef,beg,ban,jazz,gel,han,hen,neck,bet,best,user,germ,based,hast,jedi,hero,nest,great,until,betty,base,your,being,brook,break,just,neo,harm,nail
1,0.27277635996422,0.32601475715637207,bank,,bank,back,help,vacuum,been,baby,begin,begun,bacon,verb,had,not,ban,green,ben,beef,germ,van,has,navy,his,beg,her,great,grasp,have,hell,hen,greasy,beat,neat,need,bed,but,news,heart,brain,breast,based,beast,grain,gray,bear,beam,gel,gram,bean,beard,base,gas,near,heat,bar,bay,nay,nat,han,bat,var,bad,head,vast,bell,gear,greek,bag,gaze,hast,get,heard,hear,very,ball,basin,gain,beer,grim,brass,beach,breach,hey,heavy,net,grey,new,newer,hard,grass,nasty,heal,needs,next,hat,gap,gay,vein,hay,gdp,basal,held
1,0.17400231463442184,0.5582690238952637,account,,account,accounted,accorded,amount,amounted,which,about,accord,acids,acute,schools,score,scott,scores,avoided,when,since,would,white,abbot,acta,acid,snow,amid,acts,whites,above,source,appointed,sources,appoint,avoid,shopping,able,axis,afforded,while,what,announced,annie,announce,alpha,accounts,such,spine,axes,whole,also,sound,acres,acre,screw,should,scots,alfred,apollo,same,among,walked,after,spoke,answered,walking,ample,smoke,wandered,action,said,schooling,spilled,show,wound,along,work,shows,words,admits,wholly,wave,smile,smiled,address,alone,amounts,smiles,shot,admitted,shore,admit,sounded,afford,shut,shoes,shoot,shouted,sounds,admired,shores,shoe,admire
1,0.4440639976157797,0.3841729164123535,overdrawn,,overdrawn,occasionally,occasional,promotion,primitive,positive,incomplete,imaginative,institution,institutions,overthrow,positions,produced,perhaps,performed,laborers,labourers,identities,passengers,overnight,produce,performs,offensive,information,phenomena,incentive,political,promptly,latitude,important,incentives,imaginary,provide,provided,instituted,lawyers,institutes,perceived,patient,persons,promoting,particular,patterns,ongoing,problems,obedience,leaders,protection,perceive,problem,interest,opportunities,prominent,prominence,infinitely,produces,promising,officers,organisms,physical,production,increase,president,increased,instance,individual,package,personal,knowledge,opportunity,ordinance,precision,organization,observers,partners,packages,ironically,israeli,provides,including,protective,prevent,possessed,organisations,occurrence,permission,pointing,lighting,prentice,orthodox,pockets,induction,lawrence,influence,objective,private,observed,organizing,patients,industry
1,0.2829676378870186,0.7118735313415527,elections,,elections,election,effective,winston,everyone,should,successful,diction,selection,shrugged,domestic,suggestions,suggestion,digestion,differs,emerges,emerged,suffers,selective,subjective,someone,rivers,emergence,whence,successfully,difficult,doctor,succession,successive,reflection,editions,sharply,doubtful,suggestive,subsection,extinction,rejection,strong,sheriff,spoonful,enforce,enforced,enzyme,status,enzymes,static,different,wonders,worlds,roberts,shirts,direction,whether,system,schedule,shifting,western,dissolved,wonderful,electoral,survive,survived,dissolve,scheduled,schedules,received,romance,sharing,several,difference,directions,started,evidence,dioxide,differences,strive,social,similarly,expecting,sickness,divided,remark,emotion,substitute,emotions,remarks,shaping,sleeping,doctors,science,suicide,weakness,receive,defective,scholarly,scheduling,startled,enlarged,divide,sabbath
1,0.2408105211013615,0.34328746795654297,bring,,bring,health,being,naked,needle,veins,healthy,broke,getting,valium,berlin,not,nails,beware,hello,have,vested,his,before,heir,beings,breeding,bare,but,nations,had,balls,belly,grows,grouped,brings,vacant,belt,hair,happy,brooks,gate,naples,become,hate,gates,hatred,breaks,value,hated,hare,hairs,ground,grow,values,baking,valued,brow,bent,here,banking,vapor,becomes,beta,her,been,begged,name,becoming,gains,band,bars,has,grid,names,varying,named,bags,namely,george,gross,ballot,gained,gets,bend,held,halt,gaps,heirs,belief,below,hymn,genes,hats,gene,bells,heels,gasoline,verbs,very,geneva,heroic,happily,gave,bath
4,0.023754056686729745,0.18712949752807617,out,,it,or,its,out,our,put,la,knew,points,pure,pre,op,plot,pour,puts,kg,pi,ore,pot,ours,pin,pig,pit,ou,ot,ip,pt,po,pigs,pr,por,ir,pie,pub,pots,lf,pies,iraq,point,pine,pond,one,le,lt,into,only,life,like,over,long,own,part,li,old,once,ill,know,power,line,off,less,il,love,king,ol,law,kind,last,left,per,lord,idea,lines,live,press,lo,period,let,least,lives,low,look,land,party,les,lies,open,ice,plus,los,poor,ltd,past,log,loud,ing,lots,phys,int,loves
1,0.3041084818659893,0.18392491340637207,best,,best,nail,nest,heap,neck,very,net,break,hero,vein,bet,neo,grip,hey,veil,betty,brook,heal,bei,get,nation,vain,nazi,heck,beer,grim,be,next,ball,not,been,her,he,had,batch,his,baron,bell,hell,beg,gel,has,van,have,green,bag,ben,hardy,but,verb,ban,barry,hard,hat,gap,gay,hay,beef,gdp,hawaii,basin,vary,germ,bedroom,vast,bad,nato,gain,bath,no,hen,bark,need,gas,bar,bay,barn,harry,hart,nay,gary,nat,bat,var,bed,based,news,begin,him,gross,grid,beta,begun,being,base,back,great,new,help,held
3,0.020968406740932078,0.13797807693481445,we,,as,all,we,will,at,shall,et,al,ask,wall,add,writer,weak,quiet,ad,win,wet,ah,qui,worry,wash,eq,er,sa,wool,assertion,eu,ash,query,alas,ein,shah,ass,quo,ag,so,st,se,si,au,sp,ar,su,ap,ai,sr,and,a,was,with,are,an,were,assess,who,shook,she,ago,sun,sex,see,well,sin,sub,aim,arc,way,some,watson,sum,s,war,any,sq,whom,west,am,act,still,ed,en,wagon,el,watch,ann,est,arch,ward,egg,em,ac,ab,ec,sc,exp,week,av,answer,atom,echo
1,0.30143243891766136,0.3937649726867676,having,,having,have,habit,urging,backing,naming,habits,helping,hand,genuine,hang,gang,healing,hague,babies,unable,gaining,backed,heating,heading,beating,gave,breathing,breaking,granite,hans,headed,helpless,james,using,yang,java,jacob,gamma,game,behind,jane,games,jammed,yale,grazing,years,urged,haste,urge,grant,banks,granted,genus,begins,backs,ugly,grade,hands,halt,grades,helped,being,genius,urine,beginning,grains,brains,grabbed,yellow,grand,name,heated,judges,half,grave,brave,gained,gases,brand,here,grace,judge,graduate,judging,gasoline,great,beans,between,beams,used,grams,behold,handed,upon,judged,gazed,heads,before,beads,gains,needs,both,unemployed,helps
1,0.18810478654021814,0.8370912075042725,spaghetti,,spaghetti,warranty,which,dismissed,display,disappeared,disappear,seasonal,suspect,slavery,sucker,dialect,speaker,speakers,springer,distinct,expansion,would,attention,against,socket,sidney,discussed,sydney,discusses,dialog,explanation,workers,eighty,system,disaster,disposed,dispose,worker,stationary,either,diffuse,society,stanley,surgery,seminar,disgust,disposition,strength,exposition,surrender,discreet,downward,august,social,soviet,dignity,after,spanish,secret,extremity,state,workmen,should,strangers,admiralty,slender,almost,artificial,another,eleven,expense,expenses,where,eighth,during,eleventh,warehouse,abandon,expertise,seminary,somebody,states,erected,soldiers,situation,authority,sustain,world,soldier,dispersed,without,smallest,steamer,shaken,witnesses,smaller,southern,surplus,witnessed,attracted,extracted,sixteen,douglas,attorney
1,0.09926691350972407,0.21256613731384277,time,,time,role,rolled,fled,tune,roles,times,the,rome,tube,ring,rubbed,fly,tubes,to,ruins,flung,rooms,rolling,runs,for,that,you,your,type,gloomy,told,types,tools,root,route,row,tired,tied,yours,tour,ties,tumor,tie,rows,rope,roy,tomb,routes,rolls,rooted,rites,torture,rupture,tours,ripe,toes,toe,rue,toy,tire,this,find,folk,fund,flew,ford,fold,thy,fired,fitted,golf,foods,from,folks,folds,fires,found,gold,fine,funny,good,goods,goes,rings,gods,four,god,foot,fit,round,they,guy,fills,got,food,young,fur,fox,rod,fix,rid,ross,tips,tis
1,0.03576568506894601,0.08885860443115234,to,,to,too,took,room,run,top,yes,re,glass,tool,tom,ye,tea,glad,tower,roll,tip,flag,res,ruin,flash,te,rio,rom,ti,tr,rim,tim,fl,toll,ga,fa,the,go,ft,fi,for,from,you,gun,fun,them,then,fe,time,three,two,th,gm,fool,your,r,fr,t,till,good,y,f,g,few,tv,rs,ff,ta,ra,god,tho,tin,true,type,yet,times,full,ratio,told,ton,find,radio,far,get,rob,four,roof,tall,rod,rid,ross,ran,tips,tis,free,tops,types,toss,fall,ram,fig,tell,real,role
2,0.029498186820205764,0.12758684158325195,go,,to,go,ft,hi,ho,fi,too,took,top,yes,glass,vi,tool,tom,ye,tea,glad,tower,tip,ha,flag,flash,te,ti,bo,tr,bc,tim,fl,toll,ga,fa,the,he,be,for,ba,by,va,him,his,from,vs,hr,but,had,gun,fun,you,fe,them,then,has,her,been,th,ve,gm,hook,br,three,fool,time,book,two,vol,fr,your,v,till,t,b,biol,vii,viii,y,f,h,g,tv,ff,ta,how,good,few,tho,tin,god,ton,true,type,told,full,tall,times,tips,yet,tis,tops,toss
1,0.16378766320834226,0.7945234775543213,shopping,,shopping,afforded,which,alpha,afford,affords,assured,assure,weapons,show,shot,shows,shore,shoes,shoot,shouted,shores,shoe,shout,about,ethics,walked,wealthy,answered,sinus,wandered,alfred,since,sexes,when,address,would,account,amount,wound,weeping,walking,doing,assumed,assume,ethnic,asked,amounted,accounted,assumes,admits,shut,source,appointed,spine,doubt,asia,dominions,appoint,sources,washed,ashes,wealth,accorded,weapon,advice,along,wedding,shine,aging,admitted,admit,sound,summit,admired,admire,should,alone,words,wounded,what,spoke,ended,alike,such,able,agony,also,washing,simon,edmund,apollo,after,spilled,simple,atomic,woods,amid,skimmed,winds,summoned,wounds,wires,sheds,shots
1,0.371646991091693,0.2986123561859131,problem,,problem,personal,prosperity,persuasion,original,persian,proximal,proposition,profits,persist,problems,prussian,official,possible,preparation,proportional,payments,protesters,product,propagation,person,origins,professional,provoked,purified,prospect,profit,portraits,procured,proximity,orientation,oriental,probably,parallel,overseas,prepare,provision,possibly,profile,pricing,psychology,oriented,protocol,permission,portuguese,profiles,private,perhaps,parents,laughter,permitted,permit,patients,perpetual,prussia,proving,others,penalty,permits,probable,poisonous,legally,provide,pronounced,patents,provided,province,particles,paradise,proportions,provinces,portrait,proteins,principle,landlord,particle,present,proceedings,principles,position,properties,occupational,profound,political,paradigm,programs,payment,personnel,portland,laughed,london,localized,pregnant,ordered,laughing,particular,parade,placed,learning,leisure
1,0.02459821438551832,0.28239893913269043,with,,with,were,words,word,quite,eyes,europe,wrote,write,eye,error,walls,wild,walk,que,quoted,errors,wire,writes,wore,adds,asks,wit,wolf,wounds,quote,quit,walks,alaska,wires,eyed,als,writ,wills,quotes,ere,wiped,etiquette,and,as,was,are,at,an,she,all,we,when,will,so,who,some,any,alex,about,what,such,also,admits,ethnic,wind,six,end,edge,asia,era,sees,wound,see,anna,eve,emerge,well,age,work,ways,shed,wood,edges,wales,aus,eagle,eine,wake,said,aid,went,soc,arts,spin,walked,eng,apex,anne,want,starts,sic,aux,even,wine
